urn,local_authority,school,postcode,easting,northing,lsoa,type,phase,no2_avg_2013,above_40_2013,no2_avg_2016,above_40_2016
138457,Brent,Wembley High Technology College,HA0 3NT,517203,186265,E01000564,Academy converter,Secondary,33.1,No,34.7,No
138458,Harrow,Salvatorian Roman Catholic College,HA3 5DY,515128,190321,E01002232,Academy converter,Secondary,31.4,No,31.6,No
138459,Kingston upon Thames,The Holy Cross School,KT3 5AR,521026,167976,E01002984,Academy converter,Secondary,31.6,No,32.1,No
138460,Richmond upon Thames,Teddington School,TW11 9PJ,517446,170646,E01003837,Academy converter,Secondary,30.1,No,31.1,No
138461,Richmond upon Thames,Waldegrave School,TW2 5LH,514710,172450,E01003900,Academy converter,Secondary,31.1,No,31.8,No
138495,Merton,Harris Academy Morden,SM4 6DU,526739,167418,E01003437,Academy sponsor led,Secondary,32.4,No,32.6,No
138502,Croydon,Robert Fitzroy Academy,CR0 6JN,533607,167089,E01000980,Academy sponsor led,Primary,32.1,No,32.4,No
138516,Hackney,Vishnitz Girls School,N16 5DL,533170,187932,E01001807,Other independent school,Not applicable,38.7,No,39.1,No
138518,Redbridge,Ark Isaac Newton Academy,IG1 1FY,545110,186793,E01033591,Academy sponsor led,All through,30.8,No,32.4,No
138547,Greenwich,Charlton Park Academy,SE7 8HX,542173,177854,E01001595,Academy special converter,Not applicable,35.8,No,36.1,No
138564,Tower Hamlets,Buttercup Primary School,E1 2LX,534576,181263,E01004319,Other independent school,Not applicable,48.7,Yes,47.7,Yes
138588,Haringey,Noel Park Primary School,N22 6LH,531474,190204,E01002032,Academy sponsor led,Primary,34.3,No,35.8,No
138589,Haringey,Trinity Primary Academy,N22 8ES,530587,190903,E01002098,Academy sponsor led,Primary,36.2,No,36.6,No
138599,Kensington and Chelsea,La Petite Ecole Bilingue,W10 5UW,523934,181421,E01002909,Other independent school,Not applicable,43.3,Yes,42.3,Yes
138607,Hammersmith and Fulham,Lady Margaret School,SW6 4UN,525134,176562,E01001922,Academy converter,Secondary,37.9,No,38.5,No
138608,Brent,Sudbury Primary School,HA0 3EY,516584,185882,E01000608,Academy converter,Primary,34.0,No,35.1,No
138609,Brent,Queens Park Community School,NW6 7BQ,523635,183910,E01000489,Academy converter,Secondary,34.2,No,36.7,No
138610,Brent,Alperton Community School,HA0 4JE,518492,184101,E01000473,Academy converter,Secondary,33.0,No,35.5,No
138611,Bromley,Crofton Infant School,BR5 1EL,544822,166769,E01000813,Academy converter,Primary,29.0,No,28.9,No
138612,Croydon,St Thomas Becket Catholic Primary School,SE25 5BN,534345,167335,E01001186,Academy converter,Primary,30.5,No,31.4,No
138613,Hillingdon,Cranford Park Academy,UB3 4LQ,509803,178578,E01002491,Academy converter,Primary,33.7,No,35.3,No
138621,Hillingdon,Wood End Park Academy,UB3 2PD,508440,181011,E01002402,Academy converter,Primary,31.8,No,33.1,No
138649,Barnet,Grasvenor Avenue Infant School,EN5 2BY,525422,195265,E01000288,Academy converter,Primary,27.5,No,29.5,No
138650,Bexley,St Columba's Catholic Boys' School,DA6 7QB,549876,174751,E01000329,Academy converter,Secondary,29.5,No,30.4,No
138651,Richmond upon Thames,Orleans Park School,TW1 3BB,516818,173617,E01003895,Academy converter,Secondary,34.2,No,34.4,No
138680,Hammersmith and Fulham,Ark Bentworth Primary Academy,W12 7AJ,522755,181081,E01001876,Academy converter,Primary,53.2,Yes,48.5,Yes
138681,Wandsworth,Ark Putney Academy,SW15 3DG,523386,174365,E01004643,Academy converter,Secondary,34.0,No,35,No
138682,Wandsworth,Southfields Academy,SW18 5JU,525391,173342,E01004595,Academy converter,Secondary,37.5,No,37.4,No
138683,Westminster,Millbank Academy,SW1P 4HR,529889,178598,E01004745,Academy converter,Primary,45.2,Yes,44.7,Yes
138684,Barking and Dagenham,Thames View Infants,IG11 0LG,546165,183070,E01000093,Academy converter,Primary,31.1,No,32,No
138685,Barnet,Copthall School,NW7 2EP,522483,191460,E01000256,Academy converter,Secondary,33.3,No,34.3,No
138686,Bexley,Cleeve Park School,DA14 4JN,547451,172108,E01000382,Academy converter,Secondary,27.6,No,29,No
138687,Croydon,Oasis Academy Byron,CR5 2XE,530576,158804,E01001019,Academy converter,Primary,25.5,No,26.7,No
138688,Harrow,Krishna Avanti Primary School,HA8 6ES,519166,190876,E01002121,Academy converter,Primary,31.6,No,32.5,No
138689,Kingston upon Thames,Latchmere School,KT2 5TT,518683,170670,E01002934,Academy converter,Primary,30.5,No,31.9,No
138690,Waltham Forest,Barclay Primary School,E10 6EJ,538623,188214,E01004364,Academy converter,Primary,32.1,No,34.4,No
138691,Waltham Forest,Chingford Foundation School,E4 7LT,538024,194236,E01004357,Academy converter,Secondary,28.3,No,30.3,No
138771,Hounslow,The St Michael Steiner School,TW13 6PN,511565,171816,E01002615,Other independent school,Not applicable,29.3,No,30.7,No
138777,Camden,La Petite Ecole Bilingue,NW5 4NL,528155,185326,E01000889,Other independent school,Not applicable,40.4,Yes,40.7,Yes
138801,Newham,Hafs Academy,E15 1JW,538987,185161,E01003616,Other independent school,Not applicable,35.6,No,37.2,No
138803,Lambeth,Octavia House Schools,SE11 6AU,531207,178539,E01003111,Other independent special school,Not applicable,46.5,Yes,44.9,Yes
138825,Richmond upon Thames,Grey Court School,TW10 7HN,517406,172452,E01003817,Academy converter,Secondary,31.2,No,32.6,No
138859,Waltham Forest,South Chingford Foundation School,E4 8SG,537754,191405,E01004419,Academy sponsor led,Secondary,31.5,No,33.4,No
138924,Hounslow,Heston Community School,TW5 0QR,513320,177368,E01002628,Academy converter,Secondary,33.8,No,35.2,No
138943,Havering,Upminster Infant School,RM14 3BS,556105,186509,E01002386,Academy converter,Primary,29.9,No,29.1,No
138944,Havering,Upminster Junior School,RM14 3BS,556105,186509,E01002386,Academy converter,Primary,29.9,No,29.1,No
138960,Southwark,Sacred Heart Catholic School,SE5 0RP,532238,176847,E01003919,Academy converter,Secondary,44.6,Yes,43.2,Yes
138961,Southwark,St Michael's Catholic College,SE16 4UN,534205,179715,E01004028,Academy converter,Secondary,39.6,No,41.9,Yes
138966,Greenwich,Shooters Hill Sixth Form College,SE18 4LD,543357,176968,E01001679,Academy 16-19 converter,16 plus,31.3,No,33.1,No
138983,Hillingdon,Belmore Primary Academy,UB4 9LF,510973,182641,E01002393,Academy sponsor led,Primary,29.3,No,31.5,No
139016,Waltham Forest,The Woodside Primary Academy,E17 3JX,538380,189924,E01004470,Academy sponsor led,Primary,38.3,No,37.8,No
139094,Croydon,Aerodrome Primary Academy,CR0 4EJ,531710,164071,E01001169,Academy converter,Primary,34.0,No,33.2,No
139095,Hounslow,Brentford School for Girls,TW8 0PG,517692,177626,E01002567,Academy converter,Secondary,36.9,No,37.2,No
139115,Bexley,Belvedere Junior School,DA17 6AA,549861,179072,E01000408,Academy sponsor led,Primary,33.9,No,33.2,No
139117,Hillingdon,Brookside Primary School,UB4 9LW,511435,182524,E01002540,Academy sponsor led,Primary,30.3,No,31.9,No
139121,Richmond upon Thames,St Richard Reynolds Catholic High School,TW1 4LT,515853,173404,E01003882,Voluntary aided school,Secondary,32.3,No,32.7,No
139122,Richmond upon Thames,St Richard Reynolds Catholic Primary School,TW1 4LT,515771,173373,E01003882,Voluntary aided school,Primary,32.3,No,32.7,No
139169,Haringey,St Ann's CE Primary School,N15 5JG,532749,188730,E01002045,Academy converter,Primary,38.7,No,38.8,No
139175,Haringey,St Michael's CofE Primary School,N22 8HE,530749,190633,E01002098,Academy converter,Primary,38.6,No,38,No
139176,Haringey,St Paul's and All Hallows CofE Infant School,N17 0HH,534195,191095,E01002038,Academy converter,Primary,33.1,No,35.3,No
139177,Haringey,St Paul's and All Hallows CofE Junior School,N17 0TU,534199,191111,E01002034,Academy converter,Primary,33.1,No,35.2,No
139212,Bexley,Christ Church (Erith) CofE Primary School,DA8 3DG,550983,177699,E01000407,Academy sponsor led,Primary,28.2,No,29.1,No
139213,Bexley,St Augustine of Canterbury CofE Primary School,DA17 5HP,548919,178971,E01000337,Academy sponsor led,Primary,29.8,No,30.5,No
139221,Tower Hamlets,Date Palm Primary School,E1 2DE,534772,181375,E01004326,Other independent school,Not applicable,46.0,Yes,45.6,Yes
139239,Westminster,Eifa International School,W1B 1LS,528832,181753,E01004715,Other independent school,Not applicable,57.7,Yes,52.4,Yes
139240,Haringey,Holy Trinity CofE Primary School,N17 9EJ,533870,189638,E01002081,Academy sponsor led,Primary,49.8,Yes,43.6,Yes
139243,Haringey,Area 51 Education Ltd,N22 6TS,530711,190006,E01002029,Special post 16 institution,Not applicable,34.0,No,35.6,No
139259,Waltham Forest,Chapel End Junior Academy,E17 4LS,537656,190679,E01004344,Academy sponsor led,Primary,37.0,No,36.9,No
139275,Hillingdon,Laurel Lane Primary School,UB7 7TX,506047,178913,E01002525,Academy sponsor led,Primary,30.1,No,32.2,No
139276,Hounslow,Kingsley Academy,TW3 1AX,514089,175937,E01002640,Academy sponsor led,Secondary,33.8,No,34.8,No
139293,Waltham Forest,Connaught School for Girls,E11 4AE,539036,187172,E01004440,Academy converter,Secondary,47.4,Yes,44,Yes
139295,Hillingdon,Coteford Junior School,HA5 2JQ,510137,188820,E01002436,Academy converter,Primary,27.0,No,28.5,No
139302,Hillingdon,St Matthew's CofE Primary School,UB7 7QJ,506021,180428,E01002554,Academy converter,Primary,33.8,No,33.4,No
139306,Hillingdon,Cowley St Laurence CofE Primary School,UB8 3TH,505578,181898,E01002519,Academy converter,Primary,28.5,No,30.2,No
139307,Havering,Bower Park Academy,RM1 4YY,551141,191853,E01002304,Academy converter,Secondary,24.9,No,26.7,No
139317,Waltham Forest,Whittingham Primary Academy,E17 5QX,536198,190596,E01004400,Academy converter,Primary,33.8,No,35.1,No
139319,Brent,Preston Manor School,HA9 8NA,518689,186629,E01000578,Academy converter,All through,32.8,No,34.5,No
139331,Lewisham,Rose House Montessori School,SE23 2UJ,535765,172818,E01003315,Other independent school,Not applicable,33.6,No,34.4,No
139362,Haringey,St Thomas More Catholic School,N22 5HN,531069,191209,E01002102,Academy converter,Secondary,33.2,No,34.9,No
139363,Haringey,Haringey Sixth Form College,N17 8HR,533480,191498,E01032575,Academy 16-19 converter,16 plus,32.7,No,34.7,No
139364,Hammersmith and Fulham,Fulham College Boys' School,SW6 6SN,524042,176935,E01001904,Academy converter,Secondary,40.5,Yes,39.7,No
139365,Hammersmith and Fulham,Fulham Cross Girls' School and Language College,SW6 6BP,524106,177335,E01001903,Academy converter,Secondary,41.5,Yes,39.9,No
139369,Westminster,St George's Catholic School,W9 1RB,525795,183125,E01004711,Academy converter,Secondary,42.4,Yes,42.6,Yes
139393,Croydon,Applegarth Academy,CR0 9DL,537538,163605,E01001054,Academy sponsor led,Primary,28.3,No,28.8,No
139406,Havering,Langtons Junior Academy,RM11 3SD,554073,187242,E01002359,Academy sponsor led,Primary,27.2,No,28,No
139410,Barnet,St Andrew the Apostle Greek Orthodox School,N11 1NP,527953,193432,E01000123,Free schools,Secondary,30.6,No,32.4,No
139415,Westminster,Halcyon London International School,W1H 5AU,527649,181229,E01004658,Other independent school,Not applicable,62.6,Yes,54.7,Yes
139417,Merton,The London Acorn School,SM4 5JD,526163,168606,E01003439,Other independent school,Not applicable,32.5,No,33.2,No
139421,Richmond upon Thames,St Mary's Hampton Church of England Primary,TW12 2HP,513035,169701,E01003826,Free schools,Primary,29.9,No,30.4,No
139423,Tower Hamlets,Our Lady and St Joseph Catholic Primary School,E14 0DE,537507,180862,E01004256,Voluntary aided school,Primary,45.1,Yes,44.8,Yes
139488,Ealing,Brentside Primary School,W7 1JL,515273,182094,E01001283,Academy converter,Primary,33.6,No,34.9,No
139489,Barnet,Deansbrook Junior School,NW7 3ED,520522,191904,E01000233,Academy converter,Primary,30.6,No,32.2,No
139494,Bexley,Pelham Primary School,DA7 4HL,549396,175545,E01000330,Academy converter,Primary,29.7,No,30.4,No
139509,Hammersmith and Fulham,The Bridge AP Academy,SW6 6HB,523727,176629,E01001919,Academy alternative provision converter,Not applicable,36.0,No,36.6,No
139541,Hammersmith and Fulham,Courtyard AP Academy,SW6 2LL,525887,176415,E01001935,Academy alternative provision converter,Not applicable,38.3,No,38.9,No
139546,Hammersmith and Fulham,West London Free School Primary,W6 0LB,522921,178798,E01001899,Free schools,Primary,43.0,Yes,41.6,Yes
139549,Richmond upon Thames,Thomson House School,SW14 8HY,520518,175821,E01003855,Free schools,Primary,37.0,No,36.9,No
139561,Bexley,Hope Community School,DA14 5BU,547464,171071,E01000385,Free schools,Primary,29.1,No,29.9,No
139562,Barnet,Alma Primary,N20 0LP,526478,193650,E01000281,Free schools,Primary,36.9,No,35.4,No
139587,Southwark,Compass School Southwark,SE16 2BT,534596,179262,E01004022,Free schools,Secondary,39.5,No,40.9,Yes
139592,Wandsworth,Tooting Primary School,SW17 8HE,527869,171360,E01004527,Free schools,Primary,36.0,No,35.7,No
139594,Barnet,The Archer Academy,N2 8GA,526880,189661,E01000177,Free schools,Secondary,33.0,No,35,No
139599,Enfield,Heron Hall Academy,EN3 4SA,534955,195916,E01001507,Free schools,Secondary,29.4,No,31.5,No
139600,Westminster,The St Marylebone Church of England Bridge School,W10 4RS,524423,182535,E01004721,Free schools special,Not applicable,38.3,No,40,No
139601,Tower Hamlets,The Complete Works Independent School,E1 6LP,533814,181528,E01004310,Other independent school,Not applicable,51.4,Yes,51.2,Yes
139609,Hillingdon,Charville Academy,UB4 8LF,509118,183116,E01002425,Academy converter,Primary,28.3,No,30.6,No
139616,Haringey,Heartlands High School,N22 7ST,530345,190441,E01002029,Academy converter,Secondary,38.7,No,38.4,No
139633,Barnet,Parkfield Primary School,NW4 3PJ,522584,187917,E01000310,Academy sponsor led,Primary,36.0,No,37.2,No
139639,Bromley,Gray's Farm Primary Academy,BR5 3AD,546977,169671,E01000738,Academy sponsor led,Primary,30.3,No,30.4,No
139640,Croydon,Harris Primary Academy Kenley,CR8 5NF,532253,160266,E01001069,Academy sponsor led,Primary,29.6,No,29.4,No
139645,Kensington and Chelsea,Ark Brunel Primary Academy,W10 5AT,524136,182280,E01002852,Academy sponsor led,Primary,41.9,Yes,42,Yes
139659,Lambeth,Oasis Academy South Bank,SE1 7HS,531176,179406,E01003014,Free schools,Secondary,59.9,Yes,53.8,Yes
139672,Lewisham,Haberdashers' Aske's Hatcham Temple Grove Free School,SE14 5SF,536014,176078,E01003342,Free schools,Primary,38.1,No,38.3,No
139678,Bromley,Harris Primary Academy Kent House,SE20 7QR,535805,169952,E01000797,Academy sponsor led,Primary,35.2,No,34.5,No
139687,Wandsworth,Mosaic Jewish Primary School,SW15 4EU,522023,174005,E01004568,Free schools,Primary,36.0,No,35.8,No
139699,Ealing,Ark Priory Primary Academy,W3 8NR,520416,179858,E01001355,Academy sponsor led,Primary,41.4,Yes,40.2,Yes
139703,Newham,Chobham Academy,E20 1BD,538285,185196,E01033583,Academy sponsor led,All through,34.7,No,36.9,No
139718,Southwark,Ark All Saints Academy,SE5 0UB,532010,177196,E01003919,Academy sponsor led,Secondary,44.7,Yes,43.8,Yes
139720,Hounslow,Nishkam School West London,TW7 5PN,515605,177746,E01002678,Free schools,All through,33.3,No,34.5,No
139722,Sutton,Carew Academy,SM6 7NH,529621,165296,E01004076,Academy special sponsor led,Not applicable,29.8,No,30.8,No
139723,Waltham Forest,Riverley Primary School,E10 7BZ,537412,187139,E01004434,Academy sponsor led,Primary,35.2,No,36.5,No
139724,Waltham Forest,Sybourn Primary School,E17 8HA,536802,187550,E01004425,Academy sponsor led,Primary,42.0,Yes,40.2,Yes
139725,Ealing,William Perkin Church of England High School,UB6 8PR,514590,183346,E01001272,Free schools,Secondary,44.7,Yes,41.9,Yes
139775,Wandsworth,Rutherford House School,SW17 7BS,528313,172732,E01004485,Free schools,Primary,39.7,No,37.9,No
139791,Barking and Dagenham,Riverside School,IG11 0FU,547047,182432,E01000094,Free schools,Secondary,31.6,No,31.1,No
139811,Croydon,The Cedars School,CR0 5RD,534331,164506,E01001049,Other independent school,Not applicable,29.9,No,30.6,No
139814,Hackney,The Olive School Hackney,N16 6AA,533969,186899,E01001723,Free schools,Primary,35.9,No,37.5,No
139815,Enfield,Ark John Keats Academy,EN3 5PA,535878,198180,E01001441,Free schools,All through,27.4,No,29.7,No
139817,Barnet,The Hyde School,NW9 7EY,521470,188530,E01000312,Academy sponsor led,Primary,37.8,No,36.8,No
139820,Hammersmith and Fulham,Ark Swift Primary Academy,W12 7PT,522938,180698,E01001957,Academy sponsor led,Primary,39.5,No,39.4,No
139824,Westminster,Wilberforce Primary,W10 4LB,524383,182958,E01004723,Academy sponsor led,Primary,40.2,Yes,40.7,Yes
139826,Redbridge,Read Academy,IG1 3BD,543364,186883,E01003788,Other independent school,Not applicable,33.7,No,34.5,No
139829,Bromley,Harris Aspire Academy,SE25 6EJ,533787,168360,E01001136,Free schools alternative provision,Not applicable,34.4,No,34,No
139830,Brent,Ark Franklin Primary Academy,NW6 6HJ,523722,183042,E01000582,Academy sponsor led,Primary,41.9,Yes,41.7,Yes
139834,Newham,East London Science School,E3 3DU,538393,182765,E01033586,Free schools,Secondary,35.8,No,37.8,No
139837,Camden,Abacus Belsize Primary School,N1C 4PF,529656,183804,E01000958,Free schools,Primary,41.3,Yes,42.6,Yes
139842,Wandsworth,Burntwood School,SW17 0AQ,526616,172577,E01004497,Academy converter,Secondary,35.9,No,35.8,No
139869,Hounslow,Norwood Green Junior School,UB2 5RN,512552,178345,E01002631,Academy converter,Primary,33.6,No,34.6,No
139889,Hounslow,Westbrook Primary School,TW5 0NB,512929,177231,E01002620,Academy converter,Primary,33.0,No,34.3,No
139898,Westminster,Pimlico Primary,SW1V 3AT,529431,178226,E01004738,Free schools,Primary,46.9,Yes,45.5,Yes
139905,Croydon,Harris Primary Academy Benson,CR0 8RQ,536366,165280,E01001063,Academy sponsor led,Primary,28.3,No,29,No
139907,Southwark,Judith Kerr Primary School,SE24 9JE,532594,174398,E01004073,Free schools,Primary,37.7,No,37.7,No
139909,Hillingdon,Hewens Primary School,UB4 8JP,508346,182206,E01002423,Free schools,Primary,30.8,No,32.3,No
139925,Harrow,The Jubilee Academy,HA1 3AW,515207,188019,E01002129,Free schools alternative provision,Not applicable,39.7,No,37.6,No
139926,Hillingdon,Nanaksar Primary School,UB4 0LT,511258,180073,E01002507,Free schools,Primary,30.5,No,33.1,No
139940,Westminster,Churchill Gardens Primary Academy,SW1V 3EU,529295,178113,E01004669,Academy sponsor led,Primary,45.2,Yes,44.8,Yes
139965,Sutton,Harris Junior Academy Carshalton,SM5 2NS,527733,164972,E01004166,Academy sponsor led,Primary,32.8,No,32.5,No
139966,Bromley,Harris Primary Academy Crystal Palace,SE20 8RH,535074,170377,E01000806,Academy sponsor led,Primary,33.7,No,33.8,No
139973,Islington,Dania School,N7 8AB,530889,184880,E01033488,Other independent school,Not applicable,40.4,Yes,41.4,Yes
139984,Bromley,Parish Church of England Primary School,BR1 4HF,540189,170454,E01000822,Academy converter,Primary,30.7,No,31.5,No
139989,Hounslow,The Green School for Girls,TW7 5BB,516420,176903,E01002682,Academy converter,Secondary,38.8,No,37.6,No
140022,Havering,Oasis Academy Pinewood,RM5 2TX,549795,192411,E01002305,Academy sponsor led,Primary,23.5,No,25.7,No
140039,Bexley,Break Through,DA17 5JX,548971,177849,E01000333,Other independent school,Not applicable,31.7,No,31.8,No
140045,Croydon,Tudor Academy,CR0 0PH,538423,162936,E01001053,Academy sponsor led,Primary,28.3,No,28.2,No
140050,Westminster,Gateway Academy,NW8 8LN,526953,182355,E01033598,Academy converter,Primary,45.4,Yes,46,Yes
140064,Tower Hamlets,Culloden Primary - A Paradigm Academy,E14 0PT,538399,181277,E01004243,Academy converter,Primary,51.9,Yes,48.8,Yes
140066,Hounslow,Kew House,TW8 0EX,519023,178253,E01002566,Other independent school,Not applicable,44.0,Yes,41.2,Yes
140080,Bromley,Alexandra Junior School,SE26 5DS,535952,170915,E01000803,Academy converter,Primary,31.2,No,32.3,No
140082,Bromley,Highfield Infants' School,BR2 0RX,539471,168333,E01000831,Academy converter,Primary,28.9,No,29.8,No
140088,Bromley,Raglan Primary School,BR2 9NL,541482,168152,E01000679,Academy converter,Primary,30.2,No,29.8,No
140096,Tower Hamlets,Old Ford Primary School,E3 5LD,536596,183433,E01004222,Academy converter,Primary,38.3,No,39.4,No
140113,Croydon,Forest Academy,CR0 8HQ,537228,165357,E01001135,Academy converter,Primary,27.7,No,28.9,No
140122,Harrow,Alexandra School,HA2 9DX,513081,186624,E01002212,Academy special converter,Not applicable,30.7,No,31.8,No
140134,Kensington and Chelsea,Holland Park School,W8 7AF,524948,179954,E01002825,Academy converter,Secondary,38.8,No,40.3,Yes
140138,Southwark,Newlands Academy,SE15 3AZ,535594,175114,E01004016,Academy special converter,Not applicable,35.5,No,35.7,No
140158,Hounslow,Oriel Academy West London,TW13 6QQ,511993,172056,E01002608,Academy sponsor led,Primary,32.2,No,32.7,No
140197,Waltham Forest,Joseph Clarke School,E4 9PP,538838,191663,E01004381,Academy special sponsor led,Not applicable,31.9,No,33.2,No
140201,Hammersmith and Fulham,Westside School,W6 0LT,522780,178656,E01001894,Free schools alternative provision,Not applicable,49.1,Yes,44,Yes
140208,Croydon,Harris Primary Academy Haling Park,CR2 6HS,532655,163924,E01001037,Academy sponsor led,Primary,35.4,No,34.4,No
140209,Croydon,Oasis Academy Arena,SE25 4QL,534919,167791,E01001194,Academy sponsor led,Secondary,30.2,No,31.2,No
140210,Hackney,Mossbourne Victoria Park Academy,E9 7HD,535855,184061,E01001836,Academy sponsor led,Secondary,39.3,No,40.7,Yes
140212,Kensington and Chelsea,Kensington Aldridge Academy,W10 6EX,523920,180986,E01002880,Academy sponsor led,Secondary,41.2,Yes,41.3,Yes
140213,Kensington and Chelsea,Kensington Primary Academy,W14 8PU,524646,178992,E01002814,Academy sponsor led,Primary,55.2,Yes,47,Yes
140221,Southwark,University Academy of Engineering South Bank,SE17 2TP,532760,178326,E01003972,Academy sponsor led,Secondary,41.9,Yes,42.6,Yes
140222,Wandsworth,Oasis Academy Putney,SW15 1LY,523133,175935,E01004604,Academy sponsor led,Primary,37.5,No,37.2,No
140225,Kensington and Chelsea,Epic Learning Independent School,W10 5QJ,524632,181736,E01002855,Other independent school,Not applicable,45.5,Yes,44.4,Yes
140226,Greenwich,Full Circle Education,SE3 8ND,541800,176210,E01001649,Other independent school,Not applicable,31.7,No,33.4,No
140236,Barnet,Broadfields Primary School,HA8 8JP,519590,193724,E01000188,Academy converter,Primary,27.7,No,29.9,No
140243,Bexley,Hurst Primary School,DA5 3AJ,547956,173514,E01000446,Academy converter,Primary,28.1,No,29.4,No
140257,Bromley,Highfield Junior School,BR2 0RL,539328,168292,E01000831,Academy converter,Primary,29.0,No,29.9,No
140260,Sutton,Cheam Park Farm Primary Academy,SM3 9UU,524385,165473,E01004133,Academy converter,Primary,30.7,No,31.7,No
140295,Redbridge,St Aidan's Catholic Primary Academy,IG1 4AS,544933,187367,E01003757,Academy converter,Primary,31.8,No,33.2,No
140320,Bexley,Barnehurst Infant School,DA8 3NL,550289,176697,E01000370,Academy converter,Primary,28.5,No,29.5,No
140321,Bexley,Barnehurst Junior School,DA8 3NL,550235,176683,E01000370,Academy converter,Primary,29.2,No,30,No
140356,Lambeth,The Laurels School,SW3 4LG,527932,177795,E01002900,Other independent school,Not applicable,39.7,No,37.9,No
140360,Hounslow,The Rise Free School,TW13 7EF,511218,172870,E01002611,Free schools special,Not applicable,30.3,No,31.4,No
140373,Newham,Langdon Academy,E6 2PS,543611,183507,E01003623,Academy sponsor led,All through,37.9,No,35.5,No
140387,Hillingdon,John Locke Academy,UB10 0FW,506148,183623,E01002515,Academy sponsor led,Primary,35.0,No,33.8,No
140391,Hillingdon,Lake Farm Park Academy,UB3 1JA,509332,180479,E01002405,Academy sponsor led,Primary,30.7,No,32.4,No
140395,Croydon,Harris Primary Academy Purley Way,CR0 4FE,531192,164292,E01001172,Academy sponsor led,Primary,39.2,No,36.1,No
140405,Waltham Forest,Thomas Gamuel Primary School,E17 8LG,537162,188106,E01004447,Academy sponsor led,Primary,32.9,No,34.7,No
140423,Wandsworth,Floreat Wandsworth Primary School,SW18 4EQ,525956,173583,E01004493,Academy sponsor led,Primary,39.7,No,38.9,No
140426,Hackney,Mossbourne Riverside Academy,E15 2GW,537230,184786,E01001849,Academy sponsor led,Primary,35.0,No,38.1,No
140434,Croydon,Chestnut Park Primary School,CR0 2UR,531958,166697,E01001117,Academy sponsor led,Primary,35.8,No,35.3,No
140435,Croydon,Heathfield Academy,CR0 1EQ,532498,164631,E01001043,Academy sponsor led,Primary,39.8,No,37.2,No
140443,Bexley,Bursted Wood Primary School,DA7 5BS,549645,176496,E01000355,Academy converter,Primary,27.7,No,29.3,No
140448,Bromley,Perry Hall Primary School,BR6 0EF,545845,167071,E01000727,Academy converter,Primary,28.2,No,28.6,No
140449,Bromley,Farnborough Primary School,BR6 7EQ,544497,164204,E01000752,Academy converter,Primary,25.0,No,25.9,No
140450,Bromley,Manor Oak Primary School,BR5 3PE,547926,167914,E01000721,Academy converter,Primary,25.3,No,26.5,No
140451,Bromley,Alexandra Infant School,BR3 1JG,535971,170058,E01000799,Academy converter,Primary,32.6,No,32.9,No
140475,Redbridge,Loxford School,IG1 2UT,544939,185448,E01003739,Academy converter,All through,30.3,No,32.3,No
140484,Hillingdon,St Martin's Church of England Primary School,UB7 7UF,506033,178742,E01002530,Academy sponsor led,Primary,31.4,No,33,No
140492,Barnet,Beis Medrash Elyon,NW9 7DH,521939,188148,E01000313,Other independent school,Not applicable,44.6,Yes,41.5,Yes
140495,Islington,Whitehall Park School,N6 5EP,529459,187564,E01002757,Free schools,Primary,36.3,No,37.9,No
140496,Merton,Jus'T'Learn,CR4 2QA,527958,168869,E01003389,Other independent school,Not applicable,41.3,Yes,38.5,No
140507,Southwark,John Donne Primary School,SE15 2SW,534743,176680,E01004005,Academy converter,Primary,43.0,Yes,41.7,Yes
140517,Croydon,Atwood Primary Academy,CR2 9EE,534231,160564,E01001103,Academy converter,Primary,28.1,No,28.2,No
140532,Bexley,Sherwood Park Primary School,DA15 9JQ,546847,174111,E01000346,Academy converter,Primary,30.1,No,30.9,No
140533,Bromley,Castlecombe Primary School,SE9 4AT,542250,171446,E01000785,Academy converter,Primary,29.4,No,30,No
140564,Lambeth,King's College London Maths School,SE11 6NJ,531160,179152,E01003014,Free schools 16 to 19,16 plus,54.7,Yes,51,Yes
140575,Redbridge,Beal High School,IG4 5LP,542242,189440,E01003681,Academy converter,Secondary,31.3,No,33.5,No
140601,Barnet,Millbrook Park Primary School,NW7 1JF,524310,191639,E01000257,Academy sponsor led,Primary,31.8,No,33.2,No
140603,Kensington and Chelsea,Westminster Tutors,SW7 3LQ,526618,178655,E01002820,Other independent school,Not applicable,50.1,Yes,46.6,Yes
140648,Bromley,St John's Church of England Primary School,SE20 8HU,535339,170261,E01000806,Academy sponsor led,Primary,34.9,No,34.5,No
140657,Harrow,Aylward Primary School,HA7 4RE,517981,192291,E01002113,Academy sponsor led,Primary,28.4,No,30.3,No
140665,Haringey,Octagon AP Academy,N22 8DZ,530665,190898,E01001971,Academy alternative provision sponsor led,Not applicable,35.0,No,35.9,No
140667,Kingston upon Thames,Knollmead Primary School,KT5 9QP,520229,165821,E01002919,Academy sponsor led,Primary,30.0,No,31.1,No
140671,Hillingdon,Pinkwell Primary School,UB3 1PG,508426,178846,E01002486,Academy sponsor led,Primary,32.1,No,34.3,No
140674,Croydon,Oasis Academy Ryelands,SE25 4XG,534768,167867,E01001194,Academy sponsor led,Primary,30.9,No,31.6,No
140682,Wandsworth,Westbridge Primary School,SW11 3NE,527035,176960,E01004581,Academy sponsor led,Primary,41.9,Yes,41.6,Yes
